0,6909.4
2,11180.0
3,9145.0
4,8817.0
5,8628.0
6,9277.666666666666
7,10169.0
9,10812.0
11,8118.75
12,6616.5
14,2096.0
15,6635.5
16,6655.0
17,7105.0
18,8441.5
19,8895.0
21,8310.5
22,11253.0
23,4049.0
24,4650.0
25,8227.0
27,6086.0
29,6362.0
31,6630.0
32,9322.5
33,11541.0
34,8111.0
35,8294.5
37,8002.0
38,10602.75
39,8152.333333333333
40,5300.333333333333
41,8620.333333333334
42,10162.0
43,7768.25
44,8390.0
45,8210.0
46,6815.0
47,8490.5
48,7973.4
49,3994.0
50,9930.0
51,6479.166666666667
52,8673.25
53,8223.5
54,6558.5
55,5794.5
56,8155.888888888889
57,10543.5
58,6622.666666666667
59,8504.2
60,9184.6
61,7133.0
62,8693.142857142857
63,7179.25
64,6832.166666666667
65,9238.166666666666
66,7339.75
67,7390.272727272727
68,7117.9
69,8042.714285714285
70,8889.333333333334
71,7738.857142857143
72,7737.583333333333
73,7231.25
74,7780.25
75,7362.181818181818
76,8841.538461538461
77,8123.3
78,7915.818181818182
79,8436.066666666668
80,7277.1875
81,7956.066666666667
82,7387.833333333333
83,7887.882352941177
84,8552.1
85,8145.214285714285
86,7914.25
87,8042.923076923077
88,8605.617647058823
89,8254.65625
90,7802.12
91,8059.824561403509
92,8509.304347826086
93,9297.94
94,8407.786666666667
95,8032.820512820513
96,8135.387096774193
97,8382.858333333334
98,7883.104395604396
99,7935.853773584906
100,7008.977688710755
