reqMem,meanMem
0.0,0.00011879957673637197
1.526e-05,3.505557717930545e-05
6.199e-05,0.00013483964705882356
0.0001554,0.0001826391131414872
0.0003109,8.078834036568208e-05
0.0003881,0.009606896598639463
0.0005436,0.0002459035714285705
0.0006218,0.00045949577922078005
0.0007458,0.000666805952380949
0.0007772,0.00014601776139344633
0.0008545,0.00011584518950437305
0.0009327,0.0006142456945202993
0.0009937,0.0006562942057291676
0.001087,0.00036150297619047593
0.001165,0.0008257130081300829
0.001244,0.0008009137298091032
0.001398,0.000574940476190474
0.001457,0.019394582387875607
0.001554,0.0006882735578875436
0.001591,0.000306220058997049
0.001631,0.0
0.001709,0.00026187738095238144
0.001802,0.0007953405999100778
0.001865,0.0012416078338904903
0.001942,0.0005763407738095233
0.001972,0.00025679393808834177
0.001987,0.0005250531607310857
0.002003,0.00061235852019774
0.002022,0.001467764224980194
0.002037,0.00037060589928057544
0.002052,0.00026511049106711735
0.002068,0.00028353538461538453
0.002083,0.00031352607138344907
0.002098,0.00034210705882352935
0.002113,0.0003063636714975845
0.002129,0.00030405997289972907
0.002144,0.00020628652343749996
0.002159,0.00023717597222222225
0.002174,0.00042334795782487646
0.002205,0.00023227272727272726
0.00222,0.0002849513197969543
0.002239,0.0003437282608695652
0.002254,0.0004820742616033761
0.0023,0.00030655994065281896
0.002316,0.00023486476562499997
0.002331,0.0009117614635850335
0.002346,0.0002694661388286332
0.002361,0.00036300000000000004
0.002388,0.0010146173669467768
0.002392,0.00028574571767241375
0.002407,0.00023499849034749044
0.002438,0.00021613333333333332
0.002457,0.0002752822
0.002487,0.0003658975937921299
0.002502,0.00031575
0.002518,0.0001717764705882353
0.002533,0.00022298181818181822
0.002548,0.002472687721148215
0.002563,0.0002420312903225806
0.002594,0.0003945792086330934
0.002609,0.00025404616666666665
0.00264,0.0013126216986831909
0.002655,0.0002493012500000001
0.002674,0.00025677857142857144
0.002705,0.0002158417391304348
0.00272,0.0016930003186813184
0.002735,0.00031982710144927537
0.00275,0.0008535386996197714
0.002766,0.0009306826159305991
0.002781,0.00023694275862068962
0.002796,0.0075017172067962596
0.002811,0.0002507390625
0.002827,0.0002563943059701493
0.002842,0.00024342368146214105
0.002857,0.0021020865748759155
0.002876,0.0003078028244274809
0.002892,0.00023636900000000005
0.002907,0.00034686395583596207
0.002937,0.0003277190212527963
0.002953,0.0021773950557952325
0.002968,0.00028807477683956585
0.002983,0.001042836011904762
0.003029,0.00045193761718749997
0.003036,0.0012951731918091304
0.003094,0.0010149585692307696
0.003109,0.0009208859492900877
0.003181,0.0004473635548917104
0.003231,0.0030808452380952605
0.003262,0.0016551088399091478
0.003361,0.0009412004214643723
0.003399,0.0011562142745188378
0.003418,0.006318857577763078
0.003479,0.0005973015717092331
0.003494,0.0018783363095238054
0.003574,0.0004879817391304347
0.003605,0.0003503625
0.00362,0.00034624187500000003
0.003635,0.0003748
0.003651,0.002331424293785307
0.003666,0.0005796085096739327
0.003723,0.0008559540476190483
0.003731,0.015030759041740789
0.003746,0.00046597580000000015
0.003807,0.0004007719391634982
0.003822,0.00047837982142857145
0.003883,0.003346746171123125
0.003887,0.00023773004016296745
0.003899,0.002378118589743588
0.003975,0.0012944486775470791
0.004021,0.0003839224348302302
0.004044,0.00047393119864176485
0.004074,0.00041744111111111115
0.00412,0.0008790460034013598
0.004143,0.0006831853400489597
0.004196,0.0014468229958854255
0.004227,0.00045995537418796
0.004295,0.0013206805555555513
0.004318,0.0036609057591623067
0.004333,0.003560761904761895
0.004349,0.06271240128485367
0.004364,0.003425029761904769
0.004379,0.003606940476190475
0.004425,0.003487223214285711
0.00444,0.0036497689393939375
0.004456,0.003534666666666663
0.004478,0.00034397505258033104
0.004494,0.003472934523809524
0.004509,0.0024880887188208616
0.004555,0.00352579166666666
0.00457,0.0035416964285714227
0.004601,0.0035079285714285685
0.004631,0.0034945476190476146
0.004662,0.001734288385025869
0.004677,0.001168006587677725
0.004692,0.002390710357142857
0.004707,0.00036761395348837206
0.004723,0.0006972557575757576
0.004738,0.0006579924731182795
0.004753,0.0007892059036144579
0.004768,0.0007017257142857144
0.004776,0.00223023646045037
0.004784,0.0007127145161290322
0.004814,0.00012265853174603207
0.004875,0.0011642217647058824
0.004898,0.0007808034285714286
0.004974,0.21407793907484177
0.00502,0.0008395553751803752
0.005051,0.0009163766666666666
0.005081,0.0006058769090909091
0.005096,0.0003094257627118644
0.005112,0.0005405337575757575
0.005127,0.0005572927272727273
0.005173,0.0005653152475247525
0.005219,0.0014162393162393163
0.005409,0.0017896369047619052
0.005424,0.0017659340274599543
0.00544,0.004539029720304943
0.00547,0.0001906425895173844
0.005486,0.0005843700556896232
0.005547,0.0020844527272727274
0.005745,0.004445369343818486
0.005753,0.0011795552557211726
0.005783,0.0012705103902674048
0.005798,0.0008501553571428571
0.005814,0.005011182420814478
0.005844,0.0010379025943661976
0.005875,0.0005399202114164904
0.00589,0.00122405
0.005905,0.036715674280039724
0.00592,0.0005673436363636364
0.005936,0.000672
0.006012,0.0007448205357142857
0.006027,0.0005146530612244898
0.006042,0.0006831589285714285
0.006058,0.034144375438381336
0.006088,0.0005787291666666665
0.006104,0.00031966167221829324
0.006134,0.0005769715909090909
0.006172,0.0010249380085653105
0.006187,0.0007363103658536586
0.006203,0.000767030303030303
0.006218,0.0010524599943211612
0.006248,0.0004786174074074074
0.006264,0.0005379902272727271
0.006279,0.0005242966041666667
0.006294,0.0004939818627450979
0.00634,0.00092180775351969
0.006355,0.0006705659477124182
0.006363,0.002079332884846663
0.006386,0.0006107013761467891
0.006401,0.0006348173493975904
0.006416,0.0005397921739130436
0.006432,0.0007120152226720647
0.006447,0.0005867595880149813
0.006462,0.0005988766666666666
0.006477,0.0006753790000000001
0.006485,0.004552390873015884
0.006493,0.004013793398926654
0.006508,0.0007224613861386138
0.006523,0.0009808721052631578
0.006538,0.0006378921596244131
0.006554,0.002488273611615245
0.006569,0.0008458118035714284
0.006584,0.0009764910714285714
0.006607,0.000636284347826087
0.006622,0.0006964585585585585
0.006638,0.0012795896503496505
0.006683,0.0
0.006775,0.0004826095652173914
0.00679,0.000387897890625
0.006836,0.0029808595449821256
0.006851,0.0018405454545454543
0.006958,0.0023625005296666677
0.006989,0.002410965239712462
0.007103,0.0005135392723820484
0.007118,0.0004877192995780593
0.007149,0.0007773814814814817
0.007164,0.0007677368421052631
0.007179,0.0008628500000000001
0.007195,0.00076775
0.007256,0.05951349923404236
0.007301,0.03356414262669845
0.007332,0.0009697000000000001
0.007347,0.006050984585741816
0.007393,0.0024442104806529624
0.007446,0.001401827724779628
0.007462,0.005755535308953344
0.007553,0.00532515109573241
0.007614,0.002716607142857141
0.007629,0.00293474497409326
0.007645,0.004115284666666666
0.00766,0.00533459071412718
0.00769,0.00069075
0.007706,0.00077886
0.007736,0.0008026666666666667
0.007767,0.0025133442070038783
0.007858,0.0005183029411764704
0.007889,0.0007450400731707318
0.00795,0.0035409916180760945
0.007965,0.0015060238095238095
0.00798,0.0017978551843317993
0.008026,0.004972003314472252
0.008194,0.004831624999999994
0.008209,0.007394601190476184
0.008224,0.0003975641990011526
0.00827,0.0013045749999999999
0.008286,0.003515819011933174
0.008301,0.0033389301075268814
0.008377,0.0007062656011730206
0.008392,0.0330056124208434
0.008423,0.000507937752808989
0.008453,0.002569149198676714
0.008514,0.0010837023615120273
0.00853,0.000375037
0.008545,0.018538383069581662
0.00856,0.0004737393442622951
0.008591,0.0009421527461139896
0.008606,0.0005439865168539326
0.008621,0.0036596983222453223
0.008652,0.0003914280701754385
0.008667,0.0005986384276729558
0.008698,0.001083983163265311
