reqCPU,meanCPU
0.01758,0.013378180620833336
0.01767,0.005830578947368421
0.01782,0.002872717680902709
0.01813,0.0021862187500000002
0.01843,0.0030523684210526317
0.01865,0.007453622082147214
0.01874,0.0007084947267034132
0.01938,9.807505695798773e-06
0.01999,0.002211770570342206
0.02002,0.00240732
0.02005,0.0017104360000000003
0.02008,0.0011151999999999998
0.02011,0.001962121052631579
0.02026,0.0012898571428571427
0.02063,0.0023082511618747552
0.02124,0.013940234815599122
0.02148,0.0007074199999999999
0.02161,0.009335
0.02188,0.0036283153090302554
0.02206,0.014757500000000002
0.02228,0.00474995
0.02234,0.016052
0.02237,0.004080781249999999
0.02243,0.004538938000000001
0.02249,0.027247231136950913
0.02261,0.0008002
0.02283,0.004543347826086955
0.02295,0.020578793911882515
0.02313,0.006593720856227106
0.02344,0.0018141111111111112
0.02365,0.002755285714285714
0.02374,0.014633387695823213
0.02438,0.005366316714285715
0.02441,0.01440367264573991
0.02451,0.010671678191235058
0.0246,0.009708881003861004
0.02469,0.007450378046234148
0.02475,0.011800478451882845
0.02481,0.010907405517241375
0.02487,0.012629111405572756
0.0249,0.012644870666666667
0.02493,0.0044520932461853254
0.02496,0.01306672622222222
0.02499,0.023191112917506904
0.02505,0.02380620515238643
0.02518,0.016215728816202132
0.02527,0.011956626086956523
0.0253,0.012219562500000001
0.02539,0.00261258969983342
0.02542,0.015488865384047267
0.02563,0.0017877948454545452
0.026,7.605849999999999e-05
0.02612,0.004351948333333333
0.02621,0.024077478897215402
0.02625,0.0008905445772594749
0.02628,0.00978713125
0.02655,0.002421846736715697
0.02679,0.014549337499999997
0.02682,0.013688866497461932
0.02701,0.00164975
0.02704,0.004153732142857142
0.0275,0.0
0.02753,0.013726513177952761
0.02762,0.011861154182795697
0.02768,0.010389877772222219
0.02771,0.01076225092721598
0.02777,0.010843309954545452
0.0278,0.012586641768456374
0.02783,0.013551881079136689
0.02786,0.011546035190972222
0.02789,0.012526914786641929
0.02792,0.01354985331380753
0.02795,0.015168442653299493
0.02798,0.013926015949720672
0.02802,0.01577221798574822
0.02811,0.007265882415458016
0.02814,0.0
0.02823,4.5777999999999994e-05
0.02841,0.0004242937288135591
0.02875,0.0
0.02933,0.010312532142857142
0.03,0.12432454729150481
0.03015,0.01889034620481928
0.0303,0.019814698743392038
0.03064,0.0016634030816088776
0.03125,0.010919081186533328
0.03186,0.0029495630952380936
0.03192,0.0
0.03247,3.988045668233713e-05
0.03265,0.008094246265885258
0.0329,0.026863378014205994
0.03302,0.007683062215711948
0.03308,0.007192984317073171
0.03314,0.016970266901644434
0.0332,0.007260282148975789
0.03333,0.011605986595539788
0.03351,0.010941418963776721
0.03357,0.006680327300303337
0.03375,0.0017425403404032465
0.03412,0.008313170852495798
0.03436,3.692026881919501e-05
0.03589,0.0033001342569169965
0.03607,0.030639047619047614
0.03625,0.022147080066701547
0.03687,0.0
0.03748,0.008592024796856952
0.03766,0.016471875000000004
0.03937,0.0677496845238095
0.04065,0.010336143186225766
0.04071,0.040353282348484835
0.0415,0.03874524784098469
0.04187,6.624389583333329e-05
0.04376,0.01100830942184221
0.04437,0.021804789538842462
0.04449,0.0041086
0.04529,0.02380843915343915
0.04608,0.02388149333333333
0.04626,0.0022670000000000004
0.04688,0.0017880656656647084
0.04706,0.029114510833333336
0.04779,0.011841757575757577
0.04877,0.0
0.04938,0.0
0.04999,0.020536878367633685
0.05109,0.01082443976524893
0.0531,0.0
0.05377,0.0
0.05383,0.0
0.05499,0.0
0.05627,0.023912671261941673
0.0564,0.003684866666666667
0.05688,0.0026447575937631803
0.05768,0.028666502040816322
0.05878,0.000988649778075538
0.05939,0.0005706798901668855
0.06049,0.009721662916666667
0.06061,0.0
0.06091,0.018619361607142858
0.06128,0.0
0.06189,0.009928283036160616
0.0625,0.009603467969545363
0.06311,0.06686243125371362
0.06372,0.0
0.06433,0.06301180416951788
0.06567,0.0
0.06628,0.0
0.06689,0.00015120246763137855
0.06812,0.03204526190476191
0.06873,0.03461579365462778
0.06885,0.0
0.06995,0.0
0.0719,0.007920996243386241
0.07251,0.05125943797777778
0.07263,0.045454924904320446
0.07275,0.04506941208661417
0.07288,0.04367733944020356
0.073,0.04507728323907455
0.0741,0.04527340833333333
0.07446,0.04763932936708861
0.07458,0.04116966892156863
0.07495,0.003301666524786083
0.07629,0.0
0.07812,0.01849530868855518
0.07874,0.014603535540275062
0.0813,0.011804523645160919
0.08313,0.02690658976886221
0.08435,0.06350056285143744
0.08496,0.04193588584533698
0.08752,0.00010363203929762825
0.09058,0.06966809349593496
0.09082,0.06918386093457946
0.09167,0.052705413949579824
0.09375,0.0037375855452763894
0.09436,0.027879661607142874
0.09448,0.0
0.09692,4.7055645703882514e-06
0.09753,0.0
0.0979,0.05087547157344065
0.09998,0.00517648110993816
0.1029,0.11050565476190471
0.1031,0.0
0.1038,0.02788251276069266
0.1062,0.017967484059555297
0.1094,0.0028277259232954554
0.1106,0.0
0.1125,0.0002645010951976536
0.115,0.0
0.1156,0.0
0.1182,0.02230226388888889
0.1188,1.7663093282247764e-05
0.1194,0.01258889770833334
0.12,0.0
0.1218,0.001397448951812367
0.1232,0.0
0.1244,0.040094562788259965
0.125,0.008743790973830991
0.1257,0.0
0.1262,0.0
0.127,0.0
0.1282,0.015013184675915081
0.1287,0.0
0.1294,0.0
0.1313,0.0
0.1318,0.05737023529411766
0.1343,0.0
0.1382,0.011414591666666661
0.1406,0.0015051098179647867
0.1418,0.0
0.1438,0.0
0.1482,0.024824082162698415
0.1499,0.001516114790690972
0.1506,0.035895691895831305
0.1514,0.0005803189548271606
0.1562,0.0051177459965594824
0.1572,0.07663225326911176
0.1594,0.0
0.1626,0.16021486885597086
0.1687,0.0
0.1694,0.0
0.1699,0.20836889158163266
0.1719,0.03527490673575127
0.175,0.03533211904761906
0.1772,0.06409002534050179
0.1777,0.17366885267348034
0.1792,0.11620189968944099
0.1807,0.12208572732620321
0.1809,0.16858033174765935
0.1812,0.004747990490104929
0.1843,0.0
0.1868,0.00015487113557652123
0.1875,0.010983009703270168
0.1882,0.0
0.1907,0.0
0.1938,0.005619360910401382
0.1943,0.04747904594594593
0.2,0.014135358433079425
0.2063,0.024542102482831476
0.2188,0.0009875283853296802
0.2207,0.0
0.2219,0.0
0.2251,0.05316265537604455
0.2268,0.0
0.2312,0.0
0.2407,0.0
0.2437,0.01279042115572607
0.25,0.008090192798742705
0.2505,0.15814309310381003
0.2529,0.0
0.2539,0.0
0.2832,0.04978130396825397
0.3125,0.016114897998219132
0.3188,0.0
0.3394,0.1816118258167967
0.375,0.03814865881169838
0.3789,0.0
0.3813,0.09241472349667575
0.4062,0.02843449613190731
0.4331,0.0
0.4375,0.0
0.5,0.00014553866925177497
