reqDisk,meanDisk
0.000926,0.0006897135373072522
0.0009298,3.013106191950469e-06
0.0009375,8.534608129251702e-05
0.000946,0.0001415966904761902
0.000948,3.0199204918032833e-05
0.0009499,7.622839012683809e-05
0.0009604,0.000772545448717947
0.0009632,8.299121428571429e-05
0.0009651,3.2218501552102214e-05
0.000968,9.000879881154496e-05
0.0009727,0.000111096613095238
0.0009937,9.632e-05
0.0009975,9.135224991137889e-05
0.001005,0.00018833714662418256
0.001015,0.00026548299195188857
0.001049,0.0002568259523809526
0.001057,0.0002087327868852459
0.001064,0.0
0.001076,4.953525720876584e-05
0.001083,9.644446886446894e-05
0.001087,0.00021567806917514566
0.001095,0.00011574791762013718
0.001131,3.278770697220867e-06
0.001152,0.00016296539215686248
0.001158,1.0688535100290258e-05
0.001165,0.0003780183045014886
0.001169,0.0010222068584472164
0.001215,0.0003442527182539688
0.00123,9.568782426778259e-05
0.001234,0.00039048564754550516
0.001242,4.169897786100277e-05
0.001249,0.0006565742857142842
0.001272,0.00013091684418970427
0.00132,1.4304999999999995e-06
0.001358,0.00012942370254225642
0.001362,3.8262202380952356e-05
0.001419,3.870787687783447e-05
0.001467,0.0
0.001514,0.000675337214285716
0.00153,0.001336743799845258
0.001543,5.492438916911116e-05
0.001577,0.0005587966015190417
0.001625,0.001042180809935203
0.001694,1.3443165594855263e-05
0.001791,4.733380567067403e-06
0.001829,0.00012540834465408796
0.00193,0.0001214533997541248
0.00194,2.4029162500000015e-06
0.002029,0.0002499064754960316
0.002121,9.981384678571422e-05
0.002213,4.93182390953151e-06
0.002266,0.00010835867772108854
0.002316,0.0008317297223572735
0.002319,0.00040469100531582237
0.00246,0.000353678844280044
0.002506,1.3514113043478237e-05
0.002876,0.00021258633278589488
0.002911,0.0010866159739495768
0.003094,0.0026505142857142817
0.003105,0.002722861219211819
0.003395,0.0002874225939274335
0.005791,3.8262541889483046e-06
0.00621,4.427134008387028e-05
0.006859,0.0009955097500000023
0.007042,0.0008697539524193071
0.007736,0.0070277554024084825
0.00972,0.0025382040156918684
0.01131,2.6394267510882463e-06
